British man on Japanese cruise ship only person to die of coronavirus	British man infected by coronavirus on Japanese cruise ship has died	1
British man infected by coronavirus on Japanese cruise ship has died	British man who contracted coronavirus on a Japanese cruise ship has died a brutal death	1
British man infected by coronavirus on Japanese cruise ship has died	British man death caused by coronavirus contracted on Japanese cruise ship	1
As coronavirus infections mount, Japan at last expands testing	Mounting coronavirus infections has forced Japan to expand its testing	1
Japan increases testing due to rise in coronavirus infections	As coronavirus infections mount, Japan at last expands testing	1
As coronavirus infections mount, Japan at last expands testing	As coronavirus infections reach new highs all over the world, Japan finally expands testing	1
Japan expands testing for coronavirus	As coronavirus infections mount, Japan at last expands testing	1
As coronavirus infections mount, Japan at last expands testing	As coronavirus infections increase to an alarming number, Japan finally expands testing	1
As coronavirus infections mount, Japan at last expands testing	Japan finally expands testing amongst rampant coronavirus infection rate	1
Swiss may let 5,000 people use marijuana legally for studies	Swiss may legalize marijuana for a large group study	1
Swiss may consider legal use of marijuana for a 5,000 people study	Swiss may let 5,000 people use marijuana legally for studies	1
Swiss may let 5,000 people use marijuana legally for studies	Swiss to let citizens use marijuana	1
Swiss may let some citizens use marijuana for studying purposes only	Swiss may let 5,000 people use marijuana legally for studies	1
Swiss may let 5,000 people use marijuana legally for studies	First step to legalizing marijuana in Switzerland: allow legal use of marijuana for research.	1
Swiss may let 5,000 people use marijuana legally for studies	Marijuana legalized for select groups in Switzerland for research	1
French health ministry says COVID-19 cases in hospitals slips	French health ministry reports drastic reduction in COVID-19 cases in hospitals	1
French health ministry optimistic about COVID-19 cases in hospitals	French health ministry says COVID-19 cases in hospitals slips	1
French health ministry says COVID-19 cases in hospitals slips	French health ministry says COVID-19 cases almost at zero	1
French health ministry says COVID-19 cases in hospitals slips	French ministry of health confirms significant slip in hospital COVID-19 cases.	1
French health ministry says COVID-19 cases in hospitals slips	French Health Ministry confirms: COVID-19 cases drop drastically	1
UK sticks with criteria to hit 100,000 tests-per-day goal	UK did not change criteria to hit 100,000 tests-per-day goal	1
UK did not change criteria to hit 100,000 tests-per-day goal	UK has decided not to change the criteria to hit 100,000 tests-per-day goal	1
UK did not change criteria to hit 100,000 tests-per-day goal	UK did not change criteria to hit huge tests-per-day goal	1
UK did not change criteria to hit 100,000 tests-per-day goal	The UK easily accomplished the test objectives even without changing the criteria.	1
UK did not change criteria to hit 100,000 tests-per-day goal	UK unfazed in pursuit of ambitious 100,000 tests-per-day agenda 	1
Italian coronavirus deaths jump to 107, cases climb above 3,000	Spike in Italian coronavirus deaths as cases pass 3,000	1
Croatia extends lockdown until May 4, begins to consider easing	Croatia to consider easing lockdown after extension till May 4 	1
Croatia extends lockdown until May 4, begins to consider easing	Croatia extends lockdown, may consider easing	1
Croatia begins to consider easing lockdown	Croatia extends lockdown until May 4, begins to consider easing	1
Croatia extends lockdown until May 4, begins to consider easing	Croatia considers easing restrictions, will unlock soon.	1
Croatia extends lockdown until May 4, begins to consider easing	Croatia pushes to ease restrictions upon lockdown extension	1
Coronavirus could live in the body for 5 weeks	Coronavirus infection could be present in the body upto 5 weeks	1
Coronavirus remains in the body for 5 weeks	Coronavirus could live in the body for 5 weeks	1
Coronavirus could live in the body for 5 weeks	Coronavirus survives for a surprisingly long time in the body.	1
Coronavirus could live in the body for 5 weeks	Coronavirus found alive in bodies long past quarantine time frame	1
22 of the top 30 most polluted cities in the world are in India	India has the largest proportion of the top 30 most polluted cities in the world	1
Majority of the most polluted cities in the world are in India	22 of the top 30 most polluted cities in the world are in India	1
22 of the top 30 most polluted cities in the world are in India	Almost all of the top 30 most polluted cities in the world are in India	1
Some of the most polluted cities in the world are in India	22 of the top 30 most polluted cities in the world are in India	1
22 of the top 30 most polluted cities in the world are in India	 The world's most polluted cities are in India.	1
22 of the top 30 most polluted cities in the world are in India	2/3 of world's most polluted cities found in India	1
Rabid raccoon attacks 3 people in Washington, D.C. neighborhood	Washington, D.C. neighborhood sees 3 people attacked by rabid raccoon	1
Rabid raccoon attack in Washington, D.C. neighborhood	Rabid raccoon attacks 3 people in Washington, D.C. neighborhood	1
Rabid raccoon attacks 3 people in Washington, D.C. neighborhood	Rabid raccoon attacks several people in Washington, D.C. neighborhood	1
Raccoon attacks a few people, no serious injuries	Rabid raccoon attacks 3 people in Washington, D.C. neighborhood	1
Rabid raccoon attacks 3 people in Washington, D.C. neighborhood	People near Washington, D.C., live in the shadow of rabid raccoon attacks.	1
Rabid raccoon attacks 3 people in Washington, D.C. neighborhood	Rabid raccoon runs rampant in D.C., multiple attack cases reported.	1
Conjoined twins return home after lifesaving surgery in Australia	Conjoined twins in Australia return home alive and well after critical surgery	1
Conjoined twins return home well after surgery in Australia	Conjoined twins return home after lifesaving surgery in Australia	1
Conjoined twins return home after lifesaving surgery in Australia	Conjoined twins leave lifesaving surgery with improved quality of life	1
Twins return home after surgery	Conjoined twins return home after lifesaving surgery in Australia	1
Conjoined twins return home after lifesaving surgery in Australia	Australian doctors miraculously succeed in saving foreign conjoined twins.	1
Conjoined twins return home after lifesaving surgery in Australia	Conjoined twins discharged after miraculous lifesaving surgery in Australia	1
Even with a pandemic, many older Americans are carrying on as usual	Lives of many older Americans unaffected irrespective of pandemic	1
Many older Americans are carrying on as usual in the pandemic	Even with a pandemic, many older Americans are carrying on as usual	1
Even with a pandemic, many older Americans are carrying on as usual	Even with a pandemic, many older Americans are hosting large parties	1
Many older Americans carrying on admist a pandemic	Even with a pandemic, many older Americans are carrying on as usual	1
Even with a pandemic, many older Americans are carrying on as usual	In the shadow of a pandemic, many older Americans are carrying on as usual.	1
Even with a pandemic, many older Americans are carrying on as usual	Older Americans unfazed in view of global pandemic	1
A 28-year-old woman is the first Covid-19 survivor to receive a double-lung transplant in the US	28-year-old woman first survivor in the US to receive double-lung transplant after Covid-19	1
28-year-old Covid-19 survivor to receive a double-lung transplant in the US	A 28-year-old woman is the first Covid-19 survivor to receive a double-lung transplant in the US	1
A 28-year-old woman is the first Covid-19 survivor to receive a double-lung transplant in the US	A 28-year-old woman in the US first to recieve lifesaving double-lung transplant after Covid-19	1
A woman in the US is the first Covid-19 survivor to receive an organ transplant	A 28-year-old woman is the first Covid-19 survivor to receive a double-lung transplant in the US	1
A 28-year-old woman is the first Covid-19 survivor to receive a double-lung transplant in the US	The first Covid-19 survivor to undergo the difficult procedure of a double lung transplant was a young American woman.	1
A 28-year-old woman is the first Covid-19 survivor to receive a double-lung transplant in the US	Major breakthrough as 28-year-old COVID-19 survivor cleared to receive double-lung transplant in the US	1
Sick staff fueled outbreak in Seattle-area nursing homes	Infected staff are at blame for outbreak in Seattle-area nursing homes	1
Outbreak in Seattle-area nursing homes traced to sick staff	Sick staff fueled outbreak in Seattle-area nursing homes	1
Sick staff fueled outbreak in Seattle-area nursing homes	Sick staff fueled outbreak across Seattle-area nursing homes	1
Sick staff result in some cases in Seattle-area nursing homes	Sick staff fueled outbreak in Seattle-area nursing homes	1
Sick staff fueled outbreak in Seattle-area nursing homes	Sick Seattle-area nursing home staff an accomplice to disease outbreak.	1
Sick staff fueled outbreak in Seattle-area nursing homes	Deleterious outbreak caused by sick staff in Seattle-area nursing homes	1
Stores in central Texas are running out of medical masks after possible case of coronavirus reported	Medical mask crisis in central Texas after possible case of coronavirus reported	1
News of coronavirus case causes shortage of medical masks in central Texas	Stores in central Texas are running out of medical masks after possible case of coronavirus reported	1
Stores in central Texas are running out of medical masks after possible case of coronavirus reported	Stores in Texas out of medical masks after case of coronavirus reported	1
Stores in central Texas are running out of medical masks due to panic buying	Stores in central Texas are running out of medical masks after possible case of coronavirus reported	1
Stores in central Texas are running out of medical masks after possible case of coronavirus reported	Central Texas stores run out of stock of medical masks after reports of possible coronavirus cases	1
Stores in central Texas are running out of medical masks after possible case of coronavirus reported	Reports from central Texas confirm shortage of medical masks after possible coronavirus case 	1
Novartis halts malaria drug trial against COVID-19 amid participant shortfall	Novartis stops malaria drug trial for COVID-19 amid participant shortfall	1
Novartis to prioritize COVID-19 over malaria drug trial amid participant shortfall	Novartis halts malaria drug trial against COVID-19 amid participant shortfall	1
Novartis halts malaria drug trial against COVID-19 amid participant shortfall	Novartis halts malaria drug trial against COVID-19 due to no willing participants	1
Novartis postpones malaria drug trial against COVID-19 due to issues with participants	Novartis halts malaria drug trial against COVID-19 amid participant shortfall	1
Novartis halts malaria drug trial against COVID-19 amid participant shortfall	Novartis bans malaria drug trial for COVID-19 due to severe under-enrollment.	1
Novartis halts malaria drug trial against COVID-19 amid participant shortfall	Novartis dismisses malaria drug trial for COVID-19 as number of participants falls short	1
Flour sold at Aldi recalled after 17 people in 8 states get sick	Flour recalled by Aldi to blame for sickness among 17 people in 8 states	1
Aldi recalls flour after 17 people reported sick	Flour sold at Aldi recalled after 17 people in 8 states get sick	1
Flour sold at Aldi recalled after 17 people in 8 states get sick	Flour sold at Aldi recalled after many people across different states die	1
Flour sold at Aldi recalled after 17 people in 8 states get sick	Flour sold by Aldi wasn't recalled until causing illness to 17 people in 8 states.	1
Flour sold at Aldi recalled after 17 people in 8 states get sick	Aldi-recalled Flour found to be the culprit behind sicknesses in multiple states	1
Fasting-mimicking diet plus vitamin C could be effective at treating some cancer types	Fasting-mimicking diet plus vitamin C an effective treatment for cancers	1
Some cancer types might be treatable through Fasting-mimicking diet with vitamin C	Fasting-mimicking diet plus vitamin C could be effective at treating some cancer types	1
Fasting-mimicking diet plus vitamin C could be effective at treating some cancer types	Fasting-mimicking diet plus vitamin C treats some cancers	1
Fasting-mimicking diet plus vitamin C may help with some symptoms of specific cancer types	Fasting-mimicking diet plus vitamin C could be effective at treating some cancer types	1
Fasting-mimicking diet plus vitamin C could be effective at treating some cancer types	Vitamin C is effective at treating cancer after combining it with Fasting-mimicking diet.	1
Fasting-mimicking diet plus vitamin C could be effective at treating some cancer types	Fasting-mimicking diet plus vitamin C cures some cancer types	1
Virtual reality clinic could make it easier for stroke survivors to attend therapy sessions	Virtual reality clinic improves access to therapy sessions for stroke survivors 	1
Virtual reality clinics helps stroke survivors with therapy sessions	Virtual reality clinic could make it easier for stroke survivors to attend therapy sessions	1
Virtual reality clinic could make it easier for stroke survivors to attend therapy sessions	Virtual reality clinic makes it easier for stroke survivors to attend therapy sessions	1
Virtual reality clinic offers therapy sessions for stroke survivors	Virtual reality clinic could make it easier for stroke survivors to attend therapy sessions	1
Virtual reality clinic could make it easier for stroke survivors to attend therapy sessions	Stroke patients are most likely to attend therapy sessions offered by virtual reality clinics.	1
Virtual reality clinic could make it easier for stroke survivors to attend therapy sessions	Virtual Reality clinic may provide more effective therapy sessions for stroke survivors	1
Russian Railways expects coronavirus outbreak to impact freight traffic to Europe	Russian Railways warns of impact on freight traffic to Europe due to coronavirus outbreak	1
Freight traffic to Europe might be impacted by coronavirus outbreak as per Russian Railways	Russian Railways expects coronavirus outbreak to impact freight traffic to Europe	1
Russian Railways expects coronavirus outbreak to impact freight traffic to Europe	Russian Railways expects coronavirus outbreak to halt freight traffic to Europe	1
Russian Railways expects coronavirus cases to mildly impact freight traffic to Europe	Russian Railways expects coronavirus outbreak to impact freight traffic to Europe	1
Russian Railways expects coronavirus outbreak to impact freight traffic to Europe	Russian Railways expects coronavirus outbreak to seriously affect freight traffic to Europe.	1
Russian Railways expects coronavirus outbreak to impact freight traffic to Europe	Russian Railways: Coronavirus outbreak to impact freight traffic to Europe	1
Chinese tourist in France becomes first to die in Europe of coronavirus	First coronavirus death victim in Europe is a Chinese tourist in France	1
Chinese tourist dies of coronavirus in France, first death in Europe	Chinese tourist in France becomes first to die in Europe of coronavirus	1
Chinese tourist in France becomes first to die in Europe of coronavirus	Person dies of coronavirus for the first time in Europe, more deaths expected	1
Chinese tourist becomes first to die in Europe of coronavirus, only death so far	Chinese tourist in France becomes first to die in Europe of coronavirus	1
Chinese tourist in France becomes first to die in Europe of coronavirus	Chinese tourists in France introduced the death of coronavirus to Europe.	1
Chinese tourist in France becomes first to die in Europe of coronavirus	Chinese tourist introduces death due to coronavirus in Europe	1
One day in the life of COVID-19 across L.A. shows wrenching inequities	Extreme inequities seen in COVID-19 trends across L.A. over one day	1
The life of COVID-19 across L.A. depicts inequities	One day in the life of COVID-19 across L.A. shows wrenching inequities	1
One day in the life of COVID-19 across L.A. shows a few equity issues	One day in the life of COVID-19 across L.A. shows wrenching inequities	1
One day in the life of COVID-19 across L.A. shows wrenching inequities	A day at COVID-19 across Los Angeles shows shocking inequalities.	1
One day in the life of COVID-19 across L.A. shows wrenching inequities	Severe inequities due to COVID-19 across L.A. seen in a day	1
Pfizer to outsource some drug production, focus on coronavirus vaccine	Pfizer outsources drug production to shift focus on coronavirus vaccine	1
Pfizer to outsource some drug production, focus on coronavirus vaccine	Pfizer outsources drug production, focus on coronavirus vaccine	1
Pfizer to focus on coronavirus vaccine	Pfizer to outsource some drug production, focus on coronavirus vaccine	1
Pfizer to outsource some drug production, focus on coronavirus vaccine	Pfizer to fully focus on coronavirus vaccine production by outsourcing other drug production.	1
Pfizer to outsource some drug production, focus on coronavirus vaccine	Pfizer to halt in-house drug production to focus fully on coronavirus vaccine	1
30 people in Suffolk County monitored for possible coronavirus exposure	30 people in Suffolk County being monitored for coronavirus exposure	1
30 people in Suffolk County monitored for possible coronavirus exposure	30 people in Suffolk County supervised for coronavirus exposure.	1
30 people in Suffolk County monitored for possible coronavirus exposure	At least 30 people monitored for possible coronavirus exposure in Suffolk County	1
Namibia suspends meat imports from South Africa over foot and mouth disease	Namibia stops meat imports from South Africa over foot and mouth disease	1
Namibia concerned over meat imports from South Africa over foot and mouth disease	Namibia suspends meat imports from South Africa over foot and mouth disease	1
Namibia suspends meat imports from South Africa over foot and mouth disease	Namibia bans meat imports from South Africa over nasty virus	1
Namibia suspends meat imports from South Africa over concerns about minor disease	Namibia suspends meat imports from South Africa over foot and mouth disease	1
Namibia suspends meat imports from South Africa over foot and mouth disease	Namibia never imports meat from South Africa over foot and mouth disease.	1
Namibia suspends meat imports from South Africa over foot and mouth disease	Namibia boycotts South African meat imports over foot and mouth disease	1
U.S. advises suspending bat research over concerns coronavirus could infect North American species	U.S. to suspend bat research over concerns coronavirus could infect North American species	1
U.S. evaluates bat research for concerns of coronavirus infecting North American species	U.S. advises suspending bat research over concerns coronavirus could infect North American species	1
U.S. advises suspending bat research over concerns coronavirus could infect North American species	U.S. advises banning bat research over concerns coronavirus could infect North American species	1
U.S. advises suspending bat research over concerns coronavirus could infect North American species	U.S. banned bat research over concerns coronavirus could infect North American species.	1
U.S. advises suspending bat research over concerns coronavirus could infect North American species	U.S. bans bat research over coronavirus infections in North American species	1
Flu broke records for deaths, illnesses in 2017-2018, new CDC numbers show	Flu deaths, illnesses hit all time highs in 2017-2018 as per new CDC numbers	1
Flu deaths, illnesses continue on an incline in 2017-2018, new CDC numbers show	Flu broke records for deaths, illnesses in 2017-2018, new CDC numbers show	1
Flu had high death, illnesses rate in 2017-2018	Flu broke records for deaths, illnesses in 2017-2018, new CDC numbers show	1
Flu broke records for deaths, illnesses in 2017-2018, new CDC numbers show	New data from the CDC show that flu reached an all-time high in recorded deaths and illnesses in 2017-2018.	1
Flu broke records for deaths, illnesses in 2017-2018, new CDC numbers show	Flu deaths at an historic high in 2017-18 according to CDC data	1
Deaf infants of Deaf parents demonstrate strong gaze-following behavior	Deaf infants of Deaf parents exhibit exceptional gaze-following behavior	1
Deaf infants of Deaf parents demonstrate gaze-following behavior	Deaf infants of Deaf parents demonstrate strong gaze-following behavior	1
Deaf infants of Deaf parents demonstrate strong gaze-following behavior	Deaf infants of Deaf parents demonstrate better gaze-following behavior than hearing adults	1
Deaf infants of Deaf parents demonstrate some gaze-following behavior	Deaf infants of Deaf parents demonstrate strong gaze-following behavior	1
Deaf infants of Deaf parents demonstrate strong gaze-following behavior	Deaf infants of deaf parents have stronger than average gaze following behavior.	1
New approach could illuminate a critical stage in the life cycle of P. vivax malaria parasite	New approach reveals a critical stage in the life cycle of P. vivax malaria parasite	1
New approach could expand understanding of the life cycle of P. vivax malaria parasite	New approach could illuminate a critical stage in the life cycle of P. vivax malaria parasite	1
New approach could illuminate a critical stage in the life cycle of P. vivax malaria parasite	New approach shows critical stage in the life cycle of P. vivax malaria parasite	1
New approach could illuminate a stage in the life cycle of an uncommon parasite	New approach could illuminate a critical stage in the life cycle of P. vivax malaria parasite	1
New approach could illuminate a critical stage in the life cycle of P. vivax malaria parasite	New approach could illuminate the life cycle of P. vivax malaria parasite.	1
Discovery could offer insight into different risk of diseases in African Americans	Discovery could identify different risk of diseases in African Americans	1
Discovery could offer insight into diseases in African Americans	Discovery could offer insight into different risk of diseases in African Americans	1
Discovery could offer insight into different risk of diseases in African Americans	Discovery gives explanations for different risk of diseases in African Americans	1
Discovery could offer insight into different risk of diseases in African Americans	Discovery could solve different risk of diseases in African Americans.	1
U.S. coal miners discouraged by black lung meeting with McConnell	 U.S. coal miners left demoralized after black lung meeting with McConnell	1
Black lung meeting with McConnell was disappointing for U.S. coal miners	U.S. coal miners discouraged by black lung meeting with McConnell	1
U.S. coal miners discouraged by black lung meeting with McConnell	U.S. coal miners furious after black lung meeting with McConnell	1
U.S. coal miners react to black lung meeting with McConnell	U.S. coal miners discouraged by black lung meeting with McConnell	1
U.S. coal miners discouraged by black lung meeting with McConnell	U.S. coal miners completely disappointed in black lung meeting with McConnell.	1
U.S. coal miners discouraged by black lung meeting with McConnell	U.S. coal miners feel scorned by black lung meeting with McConnell	1
Mouth lesions could be a new coronavirus symptom	Mouth lesions identified as a possible coronavirus symptom	1
Mouth lesions can be found to be a coronavirus symptom	Mouth lesions could be a new coronavirus symptom	1
Mouth lesions could be a new coronavirus symptom	Mouth lesions new coronavirus symptom	1
Mouth lesions possible new coronavirus symptom, doctors unsure	Mouth lesions could be a new coronavirus symptom	1
Mouth lesions could be a new coronavirus symptom	 Mouth lesions is a new coronavirus symptom.	1
Mouth lesions could be a new coronavirus symptom	Possible mutation shows mouth lesions as a new coronavirus symptom	1
New software tool uses AI to recognize cancer cells from digital pathology images	New software tool can detect cancer cells from digital pathology images	1
New software tool uses AI to look for cancer cells from digital pathology images	New software tool uses AI to recognize cancer cells from digital pathology images	1
New software tool uses AI to recognize cancer cells from digital pathology images	New software tool uses AI to recognize and destroy cancer cells from digital pathology images	1
New software tool may be able to recognize cancer cells in images	New software tool uses AI to recognize cancer cells from digital pathology images	1
New software tool uses AI to recognize cancer cells from digital pathology images	New software tool uses AI to recognize cancer cells from images.	1
New software tool uses AI to recognize cancer cells from digital pathology images	Revolutionary software tool uses AI to distinguish cancer cells in digital pathology images	1
Bulgaria reports bird flu outbreak on two farms in south	Bulgaria reports bird flu outbreak in southern farms	1
Bulgaria finds bird flu outbreak on two farms in south	Bulgaria reports bird flu outbreak on two farms in south	1
Bulgaria reports bird flu outbreak on two farms in south	Bulgaria reports bird flu outbreak over multiple southern region farms	1
Bulgaria reports some bird flu cases on two farms	Bulgaria reports bird flu outbreak on two farms in south	1
Bulgaria reports bird flu outbreak on two farms in south	Avian influenza outbreak in southern Bulgaria.	1
Bulgaria reports bird flu outbreak on two farms in south	Bird flu outbreak in southern Bulgaria	1
EU leaders to hold crisis teleconference to tackle coronavirus	EU leaders to hold teleconference to resolve coronavirus crisis	1
EU leaders to hold crisis teleconference to discuss coronavirus	EU leaders to hold crisis teleconference to tackle coronavirus	1
EU leaders to hold crisis teleconference to tackle coronavirus	EU leaders scared, hold immediate crisis teleconference to tackle coronavirus	1
EU leaders to hold teleconference on coronavirus	EU leaders to hold crisis teleconference to tackle coronavirus	1
EU leaders to hold crisis teleconference to tackle coronavirus	EU leaders to hold crisis conference call to tackle coronavirus once and for all.	1
EU leaders to hold crisis teleconference to tackle coronavirus	EU leaders to ramp up effort to tackle coronavirus through crisis teleconference	1
Newark city officials say filters 97% effective in reducing lead in water	Newark city officials say filters 97% effective in removing lead from water	1
Newark city officials say filters very effective in reducing lead in water	Newark city officials say filters 97% effective in reducing lead in water	1
Newark city officials say filters 97% effective in reducing lead in water	Newark city officials say filters remove lead from water	1
Newark city officials say filters some amount effective in reducing lead in water	Newark city officials say filters 97% effective in reducing lead in water	1
Newark city officials say filters 97% effective in reducing lead in water	Newark officials say filters can completely remove lead from water.	1
Newark city officials say filters 97% effective in reducing lead in water	Newark city officials report little to no lead in filtered water	1
Air Canada suspends flights to and from Italy due to coronavirus	Air Canada stops flights to and from Italy due to coronavirus	1
Air Canada flight services to and from Italy affected by coronavirus	Air Canada suspends flights to and from Italy due to coronavirus	1
Air Canada suspends flights to and from Italy due to coronavirus	Air Canada suspends flights to and from Italy due to coronavirus, other airlines may follow	1
Air Canada suspends flights to and from Italy over undue coronavirus concerns	Air Canada suspends flights to and from Italy due to coronavirus	1
Air Canada suspends flights to and from Italy due to coronavirus	Flights to and from Italy suspended due to coronavirus.	1
Air Canada suspends flights to and from Italy due to coronavirus	Air Canada bans travel to/from Italy due to coronavirus	1
High intensity physical activity in early life can prevent osteoporosis in later life	High intensity physical activity in early life prevents osteoporosis in later life	1
High intensity physical activity in early life reduces risk of osteoporosis in later life	High intensity physical activity in early life can prevent osteoporosis in later life	1
High intensity physical activity in early life can prevent osteoporosis in later life	High intensity physical activity in early life prevents osteoporosis	1
High intensity physical activity in early life could help osteoporosis issues later in life	High intensity physical activity in early life can prevent osteoporosis in later life	1
High intensity physical activity in early life can prevent osteoporosis in later life	High-intensity physical activity in early life stops osteoporosis in later life.	1
High intensity physical activity in early life can prevent osteoporosis in later life	High-intensity physical activity at a young age prevents osteoporosis in later life	1
Weight-based teasing places kids at risk for excess weight and fat gain	Weight-based teasing can result in excess weight and fat gain in kids	1
Weight-based teasing a potential cause for excess weight and fat gain in kids	Weight-based teasing places kids at risk for excess weight and fat gain	1
Weight-based teasing places kids at risk for excess weight and fat gain	Weight-based teasing makes kids gain weight	1
Weight-based teasing places kids at risk for minor weight gain	Weight-based teasing places kids at risk for excess weight and fat gain	1
Weight-based teasing places kids at risk for excess weight and fat gain	Weight-based teasing makes kids overweight and fat.	1
Weight-based teasing places kids at risk for excess weight and fat gain	Fat-shaming found to increase for excess weight and fat gain in kids	1
Blood cancer patients are more vulnerable to the effects of COVID-19	Blood cancer patients likely to be most impacted by the effects of COVID-19	1
Blood cancer patients are more exposed to the effects of COVID-19	Blood cancer patients are more vulnerable to the effects of COVID-19	1
Blood cancer patients are more vulnerable to the effects of COVID-19	Blood cancer patients dying to COVID-19	1
Cancer patients more vulnerable to the effects of COVID-19 as they are immunocompromised	Blood cancer patients are more vulnerable to the effects of COVID-19	1
Blood cancer patients are more vulnerable to the effects of COVID-19	Patients with blood cancers are the most susceptible to COVID-19.	1
Blood cancer patients are more vulnerable to the effects of COVID-19	Blood cancer patients at a greater risk to the effects of COVID-19	1
Vaccine for deadly RSV could be on the way	Vaccine for deadly RSV to be available soon	1
Vaccine for deadly RSV is a possibility in the future	Vaccine for deadly RSV could be on the way	1
Vaccine for deadly RSV could be on the way	Vaccine for deadly RSV nearly here	1
Vaccine for cold could be in the works	Vaccine for deadly RSV could be on the way	1
Vaccine for deadly RSV could be on the way	Deadly RSV Vaccine available soon.	1
Vaccine for deadly RSV could be on the way	Vaccine for deadly RSV to be released soon	1
Advances in artificial intelligence could shed light on aging process	Advances in artificial intelligence to improve perception of the aging process	1
Advances in artificial intelligence sees possibility of unraveling the aging process	Advances in artificial intelligence could shed light on aging process	1
Advances in artificial intelligence could shed light on aging process	Advances in artificial intelligence give insight on aging process	1
Advances in artificial intelligence attempt to shed light on aging process	Advances in artificial intelligence could shed light on aging process	1
Advances in artificial intelligence could shed light on aging process	Advances in artificial intelligence could fully explain the aging process.	1
Advances in artificial intelligence could shed light on aging process	Breakthroughs in artificial intelligence could explain the aging process	1
Northern Ireland prepares for momentous abortion, same-sex marriage changes	Northern Ireland introducing momentous abortion, same-sex marriage changes	1
Northern Ireland planning towards abortion, same-sex marriage changes	Northern Ireland prepares for momentous abortion, same-sex marriage changes	1
Northern Ireland prepares for momentous abortion, same-sex marriage changes	Momentous abortion, same-sex marriage changes coming to Europe	1
North Ireland prepares for some abortion, same-sex marriage changes	Northern Ireland prepares for momentous abortion, same-sex marriage changes	1
Northern Ireland prepares for momentous abortion, same-sex marriage changes	Major abortion and same-sex marriage reform underway in Northern Ireland.	1
Northern Ireland prepares for momentous abortion, same-sex marriage changes	Northern Ireland introduces major abortion and same-sex marriage reform	1
Life upended for Americans as the U.S. scrambles to contain coronavirus threat	Life becomes miserable for Americans as the U.S. scrambles to contain coronavirus threat	1
American lives affected as the U.S. scrambles to contain coronavirus threat	Life upended for Americans as the U.S. scrambles to contain coronavirus threat	1
Life upended for Americans as the U.S. scrambles to contain coronavirus threat	Life upended for Americans as the US does next to nothing about coronavirus threat	1
Life different for Americans as coronavirus comes to U.S.	Life upended for Americans as the U.S. scrambles to contain coronavirus threat	1
Life upended for Americans as the U.S. scrambles to contain coronavirus threat	U.S. scrambles to contain coronavirus threat as Americans' lives are completely turned upside down.	1
Life upended for Americans as the U.S. scrambles to contain coronavirus threat	American day-to-day life in shambles as U.S. scrambles to contain coronavirus outbreak	1
South African tobacco firms, associations seek court action over cigarette sales ban	South African tobacco firms, associations want courts to overturn cigarette sales ban	1
South African tobacco firms, associations approach court over cigarette sales ban	South African tobacco firms, associations seek court action over cigarette sales ban	1
South African tobacco firms, associations seek court action over cigarette sales ban	South African tobacco firms, associations group up to defeat cigarette sales ban	1
South African tobacco firms, associations start talks of court action over cigarette sales ban	South African tobacco firms, associations seek court action over cigarette sales ban	1
South African tobacco firms, associations seek court action over cigarette sales ban	South African tobacco companies and associations sue over cigarette sales ban.	1
South African tobacco firms, associations seek court action over cigarette sales ban	South African tobacco tycoons sue over cigarette sales ban	1
